	ERBB3_PI3K	RAS_WNT_PI3K	KRAS_AP1	MYC	BRAF_MAPK	TNF_NfkB	HNF1_PAX8	MYC_E2F	EMT
CMTM4	1.1049705967	0.8282677364	0.667631085	0.7057261689	0.5286943214	0.5870155351	0.7991018457	0.9264090626	0.6017243327
GAS6	0.4072606111	0.9231991031	0.9544441391	0.635421221	0.4246037151	0.9443489609	0.7300837261	0.347686791	1.2233320785
WWC1	0.9966733859	0.6736310285	0.6752410349	0.5413167331	0.2844139745	0.8477817353	1.2090197651	0.7259453226	0.2145445152
AC008738.2	0.6477567746	0.8070766423	0.7019250334	0.257878253	0.1684332298	4.04057848148545E-21	0.198259992	1.2583987212	0.2681018687
PLXNB1	0.9943682387	0.9356021492	0.8913300112	0.795416654	0.4720477357	0.1141591971	0.8293648307	0.6008840138	0.7409210017
C1orf168	0.2889978495	0.0831114305	1.68670005196394E-21	0.2162600332	0.1012060032	2.07086723197247E-21	0.1748950052	0.0765738517	0.0646448805
FAM160B1	0.6743406063	0.4852241207	0.5354681287	0.472039881	0.5769991233	0.4302304614	0.7131338904	0.7209165248	0.9336949331
RSAD2	0.3011358581	0.3135652675	0.5000620192	0.3488885888	0.2365563448	0.3424244847	0.4023722305	0.0002009743	0.2396801897
EXPH5	0.9761476247	0.557557646	0.2814271287	0.3716060327	0.0771579795	0.4048976164	0.3287087175	0.194716999	0.1674529245
SSH1	0.6215688615	0.6250024313	0.7933160942	0.6745105685	0.842881025	0.8588318235	0.6827950077	0.7641999392	0.9024047652
PHLDB2	0.3612502432	0.3672159463	0.9989062038	0.3651404182	0.4573312113	1.1529228202	1.0746313349	0.2048221065	0.6716196855
TMEM125	2.0920467158	0.4888604359	0.4055366476	0.1714991182	0.0005312581	0.1672267384	0.1317054034	0.0222660898	0.0263475837
CCDC80	0.0064691595	0.1902428484	1.1267873988	0.0974585713	0.3947565011	0.7984298277	1.0315707733	0.4562708774	1.3842204336
CDH3	1.6007851374	0.4798829557	1.354466895	0.2831070082	0.3010463464	0.4765931999	0.1919239883	0.2714913806	0.1179849311
GBP1	0.1653573282	0.3015901709	0.8336982738	0.0805724876	0.4397337175	0.5976748181	0.9139434968	1.14112259481957E-10	1.0488475221
ABAT	0.5541977065	0.2811286253	0.3926971685	0.5942185665	0.2241008767	8.18113526853175E-17	0.121816559	0.4956264529	0.465586824
LRP11	0.9531660109	0.7827874042	0.870966817	0.7966688791	0.6093544804	0.902598828	0.7081197681	0.7574348906	0.8564530693
HLA-P	0.2100662585	0.2000711449	0.6890022001	2.2293752031887E-21	0.2088923476	0.4188868313	0.4212052597	3.58051306252494E-19	1.30105247948544E-21
IL18	0.411198615	0.9708175152	1.1978496406	2.32736919510747E-21	0.0169694134	1.157584731	1.2689640874	0.6322081527	0.0266224701
TGM1	0.4247647841	0.2597490537	0.7908703331	0.3132806306	0.2058926503	0.1988653804	0.2657067565	0.5550032409	0.357434076
ARHGEF10L	0.6873498835	0.7765152679	0.5003209863	0.5818292777	0.4382161218	0.1496730899	0.6136170409	0.4260269424	0.8066250191
GYLTL1B	0.9823801272	0.6365277098	0.5228387949	0.7432496093	0.0482483472	0.1099347012	0.2155729944	0.7308490848	0.014962322
EVPLL	0.627864206	0.1679370186	0.3283107959	0.1040314518	5.17428653818422E-07	0.0463642178	0.0763449372	0.1049322034	0.0010775168
GGT6	0.7317922515	0.4109181475	0.4839684485	0.1157200861	0.0396115502	2.03413071105997E-21	3.37170624564868E-21	0.02091951	0.0305947895
VANGL2	2.49380036268412E-09	0.1846311558	1.1121773937	1.159747395	0.6599252722	2.3184740845992E-07	0.4943171187	0.4620345856	0.0916207227
DENND2D	1.0701196764	0.5782688822	0.3948265235	0.3029454553	0.1786960775	0.3885373549	0.4639285922	0.0008092351	0.2229563455
DMD	0.1596622839	0.0782392858	0.3202265046	0.3716073278	0.4337492363	7.84293617232596E-08	0.3957390965	0.2449082103	0.6442055095
SRCRB4D	0.3199605606	0.2505615529	0.3559021807	0.3505690675	0.2712799108	0.0091555092	0.5413724213	0.6906488913	0.4291975416
CLIC3	0.9642092386	0.2564881809	0.8002783766	3.48508621000953E-21	4.93456798420614E-08	0.3617841709	0.3189403928	0.4979334784	0.6753942671
ARHGEF16	1.2848757852	0.8419785447	0.7948307921	0.3695391694	0.1715445797	0.2494047404	0.5762251293	0.6927966298	0.0962507046
DAAM1	0.9497276265	0.446562795	0.8147481242	0.7869323849	0.5452534109	0.6564409352	0.4857980095	0.4864464632	0.5959613319
OXSR1	0.8302254703	0.8096331721	0.767840007	0.7705430014	0.7406930781	0.9202692472	0.7623262716	0.8970161596	0.9295343646
OSBPL2	1.0431785118	0.8022468166	0.842380606	0.7824267764	0.6654644999	0.7438347494	0.7699650803	0.7315752602	0.7600881877
MSRA	0.2642230207	0.492105617	0.2519347007	0.3520578042	0.5404431122	0.5066615939	0.2720395984	0.5701472156	0.6202128089
EDN2	0.4466309508	0.1099653455	0.4293756992	0.3021446991	4.53911452852264E-21	1.95132230238011E-08	0.9651798111	0.3414411145	0.1530033258
GAS6-AS1	0.2737998618	0.536153299	0.3154002817	0.2166300729	0.3885963142	0.4118544101	0.3093916412	0.2021981704	0.7413496099
RIPK4	0.9616209886	0.5623941632	1.0216563571	0.4138581996	0.8709175841	0.7304464048	1.0801872908	0.1285913166	0.0397856781
EDAR	0.0202177367	0.8956057819	0.4876870248	0.1135532433	0.0410573498	2.19566583616288E-13	7.5830894553581E-13	0.2435775214	0.0058252968
KAZN	0.5704367663	0.2198734916	0.5469896772	0.386189464	0.6076301196	3.76447623494294E-21	0.6939209844	0.5225884726	0.6806667289
ARHGEF5	1.2282071228	0.8608866006	0.8004755714	0.0257416847	0.327738529	0.4228827439	1.1519743183	0.1526736764	0.3102395146
ZDHHC23	0.7958304975	0.6425834421	0.3857834718	0.6284268761	0.4350921516	0.4100180952	0.506086602	0.6663936046	0.2716905146
VWA2	0.6956397511	0.5852941468	0.2866999276	0.3235615274	0.0438479824	0.1157188317	0.0482531935	3.35414978216616E-21	0.0953452983
CELSR2	0.6724954711	0.3268054765	1.0027586232	0.846436354	0.6307238047	3.780278091991E-06	0.6977078505	0.8462252223	0.4374159074
CTAGE6P	0.7231109315	0.5444867155	0.315348249	6.01934084956949E-21	0.2084008047	0.1532148638	0.6287731863	0.0127416132	0.1862512908
LPCAT2	0.5746687512	0.6065346286	0.9739751818	0.1466380219	0.8172234325	0.7028046809	0.2629824663	0.3620916106	0.7862810582
ZNF503-AS1	0.2373634635	0.314094441	0.1411339042	0.0400332356	0.1132365233	0.0360097858	1.23168325984976E-16	0.0886903409	0.1455400846
GRIP1	0.4914071046	0.0467285629	0.3397235626	0.7711971644	0.3118565526	0.3034806774	0.5447313477	0.3345629776	0.0569628652
MR1	0.5697314966	0.2302878561	0.8085226862	0.1204141008	0.4870779281	0.3686189674	0.5310835841	0.4181760485	0.8052906433
IRF5	0.5932869347	0.3736076209	0.506109684	0.3555366605	0.3970342729	0.271694838	0.6437672856	0.3785612118	0.0654214935
PRRG4	1.1555941306	0.4433596667	0.8214576827	0.2170508357	0.5574220041	0.3746130497	0.4991979366	0.1574947435	0.1243684444
TMCO4	0.9146434611	0.5333457715	0.4736138045	0.0768635378	0.5627542377	0.5037523792	0.5659437	0.5277105709	0.7084282701
TPD52L1	1.1652202659	0.588874884	0.9897772178	0.1812511136	0.4138819376	0.2051893097	1.0199017752	0.6197790989	0.5558936002
TPD52	1.0410751791	0.7658509178	0.6626503442	0.9640314607	0.628770277	0.8474092537	0.9401938046	1.0049471204	4.95781584885042E-12
DUOX1	0.0607338033	0.33766159	0.894080118	0.4256642567	0.1031457072	0.2344041128	8.58556656832111E-20	0.2831655295	0.1647819099
CCL28	0.7228021566	0.2454277354	0.3390468787	0.0527352444	0.6199782425	0.3552961302	0.642075401	0.0970531896	0.1745080556
F11R	1.3592009816	0.8667154641	1.0094269538	0.7095091706	0.5753883125	0.8953843146	1.2059551039	0.6228052065	0.0983167968
PLCD1	0.4964530948	0.5134564717	0.4518977916	0.2318804089	0.449841579	0.1992733894	0.2359327179	0.7173113248	0.8492892911
PDYN	0.0251277348	0.0288633073	0.0207365603	0.0907031654	0.1034702314	8.06616940936695E-21	1.04294153688218E-11	0.1117299264	0.0319140533
CTDSPL	0.8419233935	0.9233701031	0.7769437135	0.4222172364	0.6627877452	0.4382788698	0.6442653888	0.8416126981	0.7482858497
CEBPA	0.6242919983	0.7859197995	0.6583973745	0.2414140286	0.1577571855	3.76261651040966E-21	0.1782610516	1.228956348	0.253613643
ETNK2	0.6893277109	1.36520822813714E-19	0.5267414397	0.6258093387	0.562886332	0.4662711685	0.4838710866	0.7722313467	0.4776742025
ELOVL7	0.8480800497	0.5390293752	0.5272199921	0.5898108796	0.4461725362	0.4593396864	1.1583861796	0.2679688615	4.72115060646169E-15
AC006050.3	0.0059953972	0.0719562146	0.7390638951	0.0980319861	0.0194781435	0.074369872	5.8045976853866E-19	2.25488123663247E-19	0.0191685011
ETV7	0.4255277899	0.4142090173	0.4571711351	0.1966108161	0.1098852028	0.1942110777	0.3263820942	2.63179970792008E-16	0.3767717041
ATP8B1	1.207645483	0.8465364377	0.6995658831	0.3925864003	0.1254098673	0.6492626335	0.8348430689	0.149313299	1.0901073168
CHRNB1	0.5166921843	0.4769993228	0.4902314587	0.5112577034	0.4366763674	0.8824166388	0.6479457966	0.7021242562	0.463855101
SH3YL1	1.0532893651	0.7161235658	0.4880768999	0.5116786927	0.4297004467	0.2347221972	0.3863594511	0.4588538453	0.5685180086
PRSS8	2.1004020417	0.6315786247	0.931517769	0.2149914081	0.1205616323	0.1927438455	0.3133760508	0.2292946303	0.1411645808
CABYR	0.5179287187	0.1437889119	0.5991636115	0.6301490385	0.2968159636	0.4414616293	0.537499109	0.8957271429	0.502739343
CDH1	1.8785335652	0.9334786365	1.1471904486	0.5145126904	0.2693830865	0.247704088	0.7092543131	0.0784809272	0.141161158
PLEKHA1	0.4406767223	0.7193270503	0.6602597838	0.6292084584	0.4751701456	0.3273853053	0.674434539	0.6287782038	0.5618613076
TMEM40	0.6432655004	2.82308990464744E-21	1.1061879347	0.0216164643	0.0991890866	0.5970626131	0.2452710176	0.2745050497	7.46354493515244E-20
MFNG	0.1667419511	0.5311807717	0.4989814229	0.5259068465	0.1756873164	0.5021811299	0.4735923387	0.2296257116	0.1442822797
TRIM17	0.4965484233	0.196353993	0.2568290849	0.3605420724	0.2451322283	0.0877990624	0.2708380714	0.5941437584	0.3201384447
ZBTB4	0.8731680637	0.5264576148	0.8486937072	0.5477262721	0.6605428821	0.6631369273	0.8161945779	0.848723294	1.030578774
CTD-2319I12.1	0.0819381585	0.2611781664	0.6299491162	0.0704463657	0.0042620915	0.0953662225	0.5707653146	0.4004443747	0.9305609558
FBXO32	0.8589249333	0.210445281	0.4485160262	0.4857224303	0.8203998346	0.8382642063	0.4507454166	9.87410218035406E-08	0.7246871372
FAM160A1	0.7553162868	0.3657215792	0.5002869873	0.3001308726	0.2407566395	0.3835097408	0.5355222151	0.2991520561	0.2802024375
GOLT1A	1.077442558	0.8731813128	3.67282727954907E-18	0.229459848	0.0489448504	0.3392139058	0.7988790452	0.063471846	4.90096471420325E-14
RHPN2	1.0432656886	0.8569503646	0.6999858529	0.5476444937	0.6099120939	0.5555574241	1.0798282254	0.9010396095	0.4043246729
RASSF9	5.3623013026245E-13	0.3773691836	0.6255918942	0.1665149336	0.037487838	0.1228935244	0.5683278668	0.1996322427	0.4209210244
CREG1	1.1315991573	0.8503013316	1.0273088855	0.5775475123	0.7549589467	0.5776806701	0.9755668988	0.9531120387	0.8500130992
MKL1	0.6376750939	0.4430408661	0.7789032876	0.6303622459	0.5706726589	0.4892922751	0.7710186777	0.7556347637	0.8412420317
ABLIM1	0.8784332922	1.0708924114	0.8951376452	0.7116991346	0.320821614	0.3797249719	1.0297661275	0.7368906777	0.5191547287
GSDMA	0.2976416453	0.3787723861	4.54915700965836E-10	0.1408566736	6.17847860894188E-16	0.2068019366	2.5818409979326E-21	2.8528983660474E-21	0.0808455537
RP11-486L19.2	0.1086730008	2.93076658207615E-20	0.457448338	0.1391739486	0.0748206495	0.0248125884	2.64525341338924E-21	2.06850901055695E-20	0.0146829203
USP2	0.3802654779	0.2254653368	0.2546122617	0.5980627687	0.3335899825	0.0001321174	0.3034134811	0.7882909596	0.374430454
GALNT3	1.7718951475	0.6468880556	0.8894777908	0.2951391499	0.4685273181	0.4908309968	0.3261831739	8.88305282545923E-11	0.2811535142
POU2F3	0.735873054	0.1943728017	0.1713937322	0.1096748966	0.0630536718	0.1355764269	0.0216966128	0.0990289221	0.1445163426
RP1-124C6.1	0.2304688051	1.43431638688555E-21	0.5057611031	0.013486747	0.0261944442	1.82103317658141E-21	0.0610144141	0.1127776722	0.2028910066
FAAH2	1.0991445548	0.531477138	0.2292037475	0.4993339184	6.61645644574089E-21	0.1150554059	0.513910158	0.117684999	0.0718886454
UBL3	1.0376458061	0.7068465119	0.6876701544	0.6778962813	0.8609000858	0.4849513653	0.7046611718	0.6411027582	0.9925387244
SOX6	0.1196832833	0.2149846151	0.1516726825	0.415876233	0.6808503592	1.87913622724608E-21	0.2542500588	0.1975183214	0.2751437678
ANK3	0.8401890446	0.3512430407	0.417884442	0.5081884148	0.4251315483	0.0540546013	0.2076614659	0.3233226484	0.4296068178
KIF13A	0.5647156967	0.4740577091	0.7989131035	0.356014823	0.6630389679	0.4879898879	0.6879347925	0.8457318919	0.9600108759
SLC30A2	0.4369853661	0.0727471478	0.0544536655	0.0959618413	0.2699722959	2.10387559251544E-21	0.0286923404	0.2069570971	0.056024201
SGPP2	0.5046418607	0.9916149974	0.3400771833	0.7253575296	0.3648423001	0.3065262253	0.7162159509	0.3353505181	0.1715779448
C11orf80	0.8700249238	0.4562433461	0.6433979786	0.6596390839	0.4438106573	0.6350255044	0.6309182244	0.69506733	0.4947359521
LYPD6B	0.8266316314	0.1985573076	0.857639394	0.1590179846	0.1248871732	0.0001132958	0.2741558124	0.3182128958	0.6124059061
MTMR1	0.873729639	0.6593702541	0.7430663264	0.8288129642	0.565846106	0.8891799458	0.6656287964	0.7864882702	0.6952863418
CALML3	0.1575553219	0.2144296076	0.8467242556	0.4016096901	0.0853473327	0.1189729553	2.28777944480509E-21	3.6447492002229E-21	0.0429693898
TP53I11	0.8074404373	0.5224289914	0.2592979563	0.7331777163	0.1364114842	5.32617884114053E-10	0.2347925728	0.5169732383	0.9616910823
HOOK1	1.2305345211	0.7945366527	0.5277059183	0.9548141595	0.0714065146	0.0001660758	0.9692701698	0.2419785691	2.71317087205732E-21
BCAM	1.1354557627	0.4643319421	1.0651999852	0.4919595128	0.3931819949	0.5750998794	1.1227204129	0.9200863805	0.7161041406
PDP1	0.6551780346	0.6807221157	0.841769279	0.6303475757	0.7992337373	1.2446804754	0.5886928111	0.5182898587	0.7508442573
EPS8L2	1.383296724	0.8899512139	0.8841086845	0.3279156841	0.1164835469	0.8321501869	1.4018491352	0.2897620984	0.6290920454
TTC7A	0.8532378354	0.6303257254	0.7758378855	0.4309213368	0.4017959875	0.753729039	0.8227901536	0.6744175843	0.7530885198
TTTY16	0.051181739	0.0160955406	0.0308372078	0.0241022197	0.0185198794	0.0632092592	0.0263042848	0.0195306573	0.0489055428
SPAG1	0.805167079	0.5484284139	0.4984620086	0.4636708985	0.4979888539	0.7338313534	0.7881098869	0.5716800102	0.378381404
LANCL2	0.6689578063	0.5814632793	0.5680319065	0.7592349614	0.5811407167	0.6457748573	0.5779432168	0.7437554404	0.7292005213
PALLD	0.6654815519	0.3828282629	0.9243031809	0.6424828931	0.5449953012	0.764179005	1.0163654568	0.3794356311	1.1463173051
KCP	0.2369041038	0.3589014113	0.3417401828	0.1566506824	0.3943493175	0.0083678704	0.4270852367	0.1640754199	0.0768767892
CTAGE8	0.8902285508	0.6692903481	0.4413725382	3.7286262834507E-17	0.214025269	0.2012332917	0.7817154631	0.0202542826	0.1971747468
C6orf132	1.3810138814	0.6641181632	0.8312773187	0.069397906	2.58015720846187E-21	0.2035362539	0.5343713105	0.0129515973	0.4786914708
INSIG2	0.7898424286	0.6781227268	0.6015046526	0.6317892228	0.5879632319	0.8804909955	0.8462683777	0.5333072347	0.6960975434
PDE5A	0.5372716543	0.3927378479	0.3843644283	0.4708582606	0.2884200955	0.2459921828	0.3311397031	0.402573806	1.0401547929
SMPDL3B	1.2310038904	0.6208541867	0.1252334139	0.3302620356	0.0973368307	0.2500868592	0.7181423241	0.6489146207	0.0307560181
SLC44A2	1.3102668362	0.7244588252	0.9737627085	0.6258020517	0.6219158483	0.7745977201	0.7580114816	0.8856734738	1.1255416271
DSG3	0.0023094428	0.4754867271	1.4148920656	0.1207361494	0.1607332502	0.0541187837	2.14278059853258E-21	1.39056423882441E-20	0.0389998491
SH3BGRL2	0.6699390285	1.1490541564	0.4726133328	0.9069264519	0.2637103668	0.3854956709	0.5135613868	0.3710927072	0.4108001493
CCDC64	0.9624157798	0.6490121093	0.5263410752	0.9559335329	0.4040909182	0.0400218301	0.5126900934	0.5816687026	1.90972603249234E-05
LPAR2	0.9260381471	0.6221037365	0.6693664081	0.6395047716	0.3686280615	0.4995543426	0.5269984099	0.7521382303	0.3477609108
RAB11FIP1	1.078774625	0.9054269969	0.6556263378	0.6207908695	0.4739879197	0.5130276204	0.9583816979	0.7637404121	0.3715123772
UPK3B	0.6669717832	0.4389198698	0.9403559135	0.1385168071	0.2761691036	0.2855517994	0.6417409334	0.6768308474	0.2115641259
PRSS16	0.7261417996	0.596722264	0.6099152204	0.3069810787	0.1733991447	0.2746400076	0.5524449877	0.6134059873	2.34553949234242E-21
RP11-44F14.2	1.0120957929	0.3006237466	0.2859601371	0.133602575	0.0111327506	0.0202313304	7.06767951395767E-21	6.32623854161402E-17	0.0085143699
INADL	1.0865974335	0.6663300504	0.7027571757	0.4936377066	0.276126371	0.2982799383	0.8365084864	0.5874819928	0.396774199
DUOXA1	0.0087348566	0.1538859333	0.7641205925	0.2776466251	1.72098413081064E-12	0.2199804824	3.07535421250949E-17	0.1189313356	0.0756521793
SAMD12	0.9094101181	0.5383982799	0.3958530121	0.3081379607	0.0778488758	0.3887701837	0.4643308613	0.0132261167	0.443886941
PTPN3	0.8530914923	0.731635285	0.6306578645	0.5247557077	0.5193637754	0.474415122	0.8064485808	0.5436654275	0.2499261165
BAIAP2	0.8946108288	0.5444885664	0.8549688502	0.490869928	0.6129638947	0.8776093728	0.6715796412	0.8590818784	0.5780744954
AL353997.5	1.10208554587156E-05	0.0584166829	0.4575329878	0.1335187617	0.0351052957	0.0748211953	7.97086594999146E-17	1.25001233597597E-08	0.0310784862
DENND2C	0.2532312552	0.1721698506	0.6328239449	0.0816425047	0.3111321099	0.206883392	0.1316160072	0.5754287668	0.3988358341
TMEM184A	1.2646895635	0.6292058773	0.6798200739	0.5887357644	4.11700452707522E-08	0.6385402874	0.8750484522	0.2320837397	0.1475838986
KIAA1217	1.0557804636	0.5713205907	0.7222202373	0.0483595399	0.3475973376	0.4634833515	0.6034559968	0.4478721852	0.7766058474
LIMK2	1.0081761493	0.7242859176	1.0186012815	0.8047622953	0.7341354438	0.3156423486	0.7047267807	0.5998257821	0.8091722126
TC2N	1.7293786818	0.729784019	0.5684553352	0.3380134041	0.1532917079	1.882569388869E-07	0.4141939446	0.2081186595	0.0719015011
RASAL1	0.814174112	0.4401011755	0.2093552528	0.4424746755	0.2551499653	2.98874529955323E-21	0.5765779824	0.1259984816	1.64600761482955E-21
RP4-798C17.5	1.1839754614	0.842811468	0.7499983944	0.0025726558	0.3153917863	0.3935513148	1.1030606788	0.1361565093	0.3094396433
FGFR2	0.3551333508	0.4251034772	1.0346375187	0.3495967248	0.0379390234	1.61169766189419E-21	0.4976168745	0.7049326523	0.2129149643
CXCL16	1.2187602892	0.867110418	1.044390226	0.201379274	0.505688505	0.2728404023	0.7281029247	0.7488137508	0.4172020876
DLL1	0.2360496843	0.3391763598	0.957297137	1.092127354	0.2101907963	0.2437654861	2.03398986956898E-12	0.1573756273	0.3617514483
FAAH	1.1040305284	0.7319945434	0.461709952	0.6039275806	0.1603957444	0.0006146821	0.5035462216	0.4759270618	0.3645077074
PRKCH	0.9489418642	0.0491936346	0.5902348846	0.391523196	0.4645867066	0.5268394519	0.2783280882	0.343314118	0.2143174569
SLC2A9	0.207547891	0.3328878334	0.6309676258	0.1519425814	0.1612378686	0.0332722404	0.3110004984	0.000042755	0.2536952365
CRYAB	0.1724840133	0.1283498013	0.5193290458	0.1828586938	0.6836522239	1.45283620102929E-21	0.9248829849	0.2550154658	0.9549056403
RP11-314P12.2	5.26225207260922E-06	0.0831617541	0.8447343635	2.37193454384865E-21	1.89479511542015E-21	0.5617895462	0.4576838424	0.11306678	0.3827719925
RP11-615I2.2	1.3419771273	0.2581988832	1.3208768116	0.1712396182	0.2015803751	0.3033728007	2.62213225803845E-08	0.1026527436	2.1481980305212E-06
RP11-354M1.2	1.9042459836	0.8056685737	1.0448356776	0.3220902516	0.1661358541	0.1274488893	0.5307792851	0.0044364651	0.1066585744
SYK	0.9894177633	0.9800588073	0.7371894612	0.7392065077	0.2885800899	0.1825958573	0.2562507325	4.67411221244982E-21	4.35353272864398E-07
PLCB4	0.5544646099	0.386032622	0.0601397496	0.7411509917	0.4772292764	0.1505612222	1.0504950272	0.3819082302	0.9806541054
BLNK	0.7377609479	0.2692975803	0.3104139679	0.0655124707	0.0799075034	2.43334892853245E-21	0.1069925109	0.1237687007	0.0801044222
CCDC149	0.9155908918	0.103106924	0.2124441664	0.4603202187	0.3912380457	0.1818992212	0.6178563562	0.3213076503	0.7984939202
DSC2	1.073819355	0.8354099269	0.8559310981	0.2462812636	0.1227902007	0.4342920425	0.691063402	0.3778856793	4.16436949143165E-21
RP3-406A7.7	0.8902598486	0.4553735177	0.1981887309	0.5169512833	0.0635798723	6.69375270328625E-21	0.3114044829	0.0001786219	3.45711655134623E-21
CTSL2	0.7997827485	0.6003902092	1.1370799869	0.6217050207	0.5963466276	0.6262172795	0.7691781285	1.1851998072	0.1256582495
CASZ1	0.7070025815	0.5260080746	0.4681097244	0.6719067004	0.1494927651	0.1162918816	0.3140637799	0.6706039693	0.2645259354
RP11-44D15.3	0.4381473737	0.2117013024	0.0876465221	0.0646481438	0.1101665787	5.32400472290308E-21	0.0555037813	0.2870830527	0.0971554703
EFEMP1	0.6389027464	2.58465823783982E-21	1.1735238263	0.1996450018	0.3079840541	1.1120485111	0.8894695914	0.0352152877	1.1870803564
NPM2	0.3254841887	0.4966679712	0.2137317248	0.6775222877	0.2202781911	0.2940980345	0.186539501	6.42825024141884E-14	0.1499156406
ESRP1	2.2532478404	0.6671518276	0.9708596525	0.5533937907	0.5608398012	0.1855143679	0.1051237423	1.43935043187613E-06	5.93625124003525E-14
OCLN	1.1223430629	0.677583573	0.4026644502	0.3484431061	0.1146510001	0.4796399856	0.6158410317	0.784871771	0.2154232682
RP11-417L14.1	0.1723468388	0.0197321226	0.1764949765	0.0038758111	0.0675203528	0.0639271677	0.0410208922	0.1174923405	0.0440384418
RP11-517C16.2	1.0082920274	0.4754975731	0.2888912295	0.2240162922	0.1955528877	0.6647907507	0.1283451342	0.3193796598	0.3380293031
DSP	1.4193418256	0.9998563253	1.1267363857	0.6468585203	0.2740665135	0.4236671423	1.0767780154	0.3518809796	0.539234072
MUC16	0.6185517337	3.68982688633993E-21	0.6039653856	1.82226629545407E-21	0.0084099408	0.203300439	0.1770597394	0.1712289886	4.8850294473447E-20
ATP2A2	1.0593460822	0.9255445971	0.9408595289	0.9422371333	0.8292188917	0.9512542749	0.9239920047	0.9799975939	0.9878509067
MAP7	1.4480419312	0.8612575334	0.7882666061	0.784645006	0.2937530103	0.3524487857	0.7243850521	0.1851432453	0.1316951378
NEURL1B	0.7917610729	0.3770560416	0.5853263253	0.9088018241	0.3139689107	0.1215079894	0.4780536307	0.5991807831	0.7587722841
EPSTI1	0.2110331641	0.5960715581	0.7425829566	0.0677670259	0.1596160682	0.3745501806	0.4868331306	2.84883532529181E-21	0.5934524661
MMP28	0.0655480387	0.5850717906	1.0172440707	0.0438959473	4.29500014240824E-10	0.2847725594	5.98092403166934E-10	0.2927171016	0.2417447549
KRT17	0.4720569653	0.4404176198	1.8161553568	0.300702889	0.2782654941	0.6486528078	0.4371208801	0.2403796952	0.3323240852
CTB-79E8.2	0.7936590506	0.3707919427	0.6080938872	0.9000198857	0.3217298679	0.1210105776	0.4887780243	0.5900461853	0.7482918754
ARHGEF37	0.683742607	0.3683010608	0.7524224022	0.3856649944	0.3764220977	0.1114532577	0.4415991088	0.2110849255	0.4474241853
ABCA12	0.8142060268	6.73280490792053E-19	0.4850169592	0.2424157205	0.239066775	2.65381065871911E-09	0.3961628086	1.68368934287119E-13	0.0845784783
MARVELD2	1.2337738207	0.7072738257	0.5349971991	0.4210759936	0.049651968	0.4383936624	0.6677713256	0.2542545071	0.1062960514
CRB3	1.8058641367	0.9333878826	0.7925201192	0.2640021452	0.0530570003	3.26924498936184E-06	0.8814613326	0.2158890803	5.10866824705786E-21
RP11-22C11.2	1.3057435132	0.26244653	0.2382018374	0.2273823104	2.01365270091909E-21	0.0118487112	0.0036472483	2.17669569939477E-21	1.75696714520659E-19
ST6GALNAC2	0.9677261394	0.2136621468	1.1098473194	0.3143961925	0.9351976006	0.1219526425	0.2012049991	0.3236678381	0.3394922609
NCKAP5	0.2802535065	0.1866604558	0.2161721701	0.3960857341	0.4796355055	4.4037387016954E-05	0.2190956893	4.92931780540805E-21	0.5301129407
RP11-195E2.1	1.1341074185	0.6842626412	0.4299663155	0.380973774	0.1471721305	0.4912476702	0.6560585382	0.7822435464	0.2764167592
RCAN1	0.7810538085	0.5057900667	0.5364652146	0.6326627765	0.8795126257	0.6396454458	0.6981808713	0.5124867989	1.0869636124
SHANK2	0.8311275482	0.3769634263	0.2655495572	0.3603622279	5.52231857541866E-21	0.1969590674	0.5857614228	0.0709283965	0.2931705646
LIMCH1	0.9808784624	3.60396979122684E-09	0.5225546261	0.798726908	0.486192069	0.5215758536	1.1842386262	0.2501419069	0.7782055815
USP43	0.8201975481	0.4550112971	0.4861120017	0.1369713409	0.1243882067	0.5279870095	0.6332940005	0.5729293264	2.05211736558902E-14
OVOL2	1.5654136019	0.5129834464	0.4694254972	0.4805810897	0.0479573154	0.000041596	0.2028752977	0.0464950471	2.56266939725511E-21
FAM181B	1.98562844795281E-21	1.47821459528715E-21	0.6357636287	0.559452614	0.173754334	2.55207941927188E-20	0.1629330131	9.02224349191705E-10	0.0529798335
ARHGEF35	1.24644905	0.8518389822	0.74929023	0.000216814	0.3218307003	0.3922923568	1.0862595467	0.1258684888	0.2999935177
GLP2R	1.25106291514335E-12	0.0264106001	0.1563048637	0.0001559495	9.18612063322945E-06	0.3506103647	0.4910552176	0.1867977905	0.1470361995
C1orf210	1.8170752168	0.5932351268	0.4122775553	0.2841243988	0.0037839986	0.0830923542	0.1325587532	0.0066293422	1.65571135407967E-15
TMEM56	0.6336088744	0.3687381563	0.2899878631	0.5411080469	0.4807385003	0.3329469109	1.1496414997	0.5979781183	0.3534044377
CLDN1	0.502565536	0.9242543417	1.1942865205	0.1285303534	0.4695798332	1.0591366269	1.4681178438	0.4695673573	0.218707924
LEPREL1	0.0072813716	0.4143859462	1.231618502	0.0269540214	0.6005886939	0.7238053042	1.386703517	0.3602836346	0.963302662
ESRP2	1.7859949458	0.7871934033	0.7285324146	0.2667747964	0.0721038471	0.4751894937	0.5513489135	0.3283991799	0.0220132376
AL162759.1	0.0945577716	0.6126344472	0.3195723177	1.20397417309645E-21	2.62286649299149E-21	8.73218800739042E-10	0.7384575914	0.1840347971	0.0775956854
